Start Time,GPS Time,End Time,Lattitude,Longitude,Altitude,Train Speed,Prev. Lat,Prev. Long,Delay,Download Speed,Upload Speed,Ping
1746256153.5428782,1746256153.5974262,1746256157.0879765,49.8708241,18.3029783,0,112,49.8807876,18.3217715,0,5.36,0.0,526.48
1746256162.6567974,1746256162.7348638,1746256165.6710057,49.8699258,18.3012948,0,111,49.8708241,18.3029783,0,6.27,0.0,400.64
1746256171.2295997,1746256171.3056054,1746256176.2650533,49.8682433,18.2980946,0,97,49.8690769,18.2996542,0,3.45,0.0,351.42
1746256181.822658,1746256181.9013727,1746256185.1558783,49.8666959,18.295272,0,91,49.867432,18.2966421,0,5.74,0.0,486.05
1746256190.737566,1746256190.784892,1746256193.6236885,49.8651155,18.2923193,0,91,49.8658625,18.2936587,0,6.54,0.0,409.14
1746256199.1867707,1746256199.2388484,1746256202.6075964,49.863748,18.2896935,0,86,49.86442,18.2910016,0,5.45,0.0,454.96
1746256208.1768546,1746256208.230645,1746256212.2902734,49.8631874,18.2886494,0,88,49.863748,18.2896935,0,4.85,0.0,781.24
1746256217.8604128,1746256217.9123185,1746256221.6859534,49.8617022,18.2857944,0,84,49.8623945,18.2870974,0,4.89,0.0,520.95
1746256227.3199065,1746256227.3714542,1746256231.3117716,49.8603465,18.2832457,0,83,49.861011,18.2845228,0,5.21,0.0,892.16
1746256236.8717139,1746256236.9249032,1746256241.3401582,49.8589932,18.2807804,0,84,49.8596705,18.2820066,0,4.07,0.0,508.03
1746256246.9306958,1746256246.9869778,1746256250.467059,49.8576795,18.2783106,0,80,49.8583265,18.2795155,0,5.39,0.0,528.73
1746256256.032066,1746256256.101424,1746256259.658467,49.8564674,18.2759997,0,76,49.8570792,18.2771603,0,5.08,0.0,425.33
1746256265.1419888,1746256265.2138655,1746256269.3463302,49.8552352,18.2737067,0,77,49.8558615,18.2748415,0,4.41,0.0,529.26
1746256274.9589324,1746256275.031526,1746256278.8582485,49.8542208,18.2715802,0,73,49.8545148,18.272307,0,4.56,0.0,337.39
1746256284.4292805,1746256284.5097558,1746256289.0478578,49.8529187,18.2689936,0,61,49.8534498,18.2699593,0,3.92,0.0,485.13
1746256294.7791998,1746256294.8589056,1746256299.0778072,49.852112,18.267502,0,41,49.852493,18.2681946,0,4.14,0.0,376.4
1746256304.792184,1746256304.87061,1746256310.3160343,49.8516036,18.2664984,0,21,49.852112,18.267502,0,3.13,0.0,364.72
1746256316.1108205,1746256316.1981175,1746256321.1923258,49.851454,18.2662945,0,0,49.8514812,18.266295,0,3.57,0.0,541.6
1746256326.860329,1746256326.9193134,1746256330.72215,49.8514191,18.2663067,0,0,49.8514241,18.2662882,0,4.77,0.0,470.68
1746256336.286282,1746256336.360318,1746256340.0885596,49.8514353,18.2662987,0,0,49.8514309,18.2663199,0,4.65,0.0,308.55
1746256345.6869302,1746256345.7631981,1746256349.8986723,49.8514835,18.2663146,0,0,49.851461,18.2663099,0,4.34,0.0,469.77
1746256355.4651155,1746256355.540187,1746256360.1111286,49.8514909,18.2663901,0,0,49.8514725,18.2663535,0,3.93,0.0,523.8
1746256365.6883388,1746256365.739233,1746256369.696546,49.8514917,18.2663656,0,1,49.8514906,18.2663842,0,4.68,0.0,563.77
1746256375.2702205,1746256375.348231,1746256379.5341668,49.8515131,18.2663807,0,1,49.8514917,18.2663656,0,4.41,0.0,580.57
1746256385.004263,1746256385.0737662,1746256388.971264,49.8515605,18.2663913,0,0,49.851551,18.2663728,0,4.65,0.0,478.46
1746256394.5219915,1746256394.5992854,1746256399.070616,49.8515011,18.2663863,0,0,49.8515378,18.2663926,0,4.08,0.0,578.98
1746256404.6395285,1746256404.7177122,1746256409.6589797,49.8514707,18.2663656,0,1,49.8514835,18.2663667,0,3.58,0.0,495.75
1746256415.2094836,1746256415.2798746,1746256419.2852848,49.8514707,18.2663656,0,1,49.8514835,18.2663667,0,4.64,0.0,583.32
1746256424.840112,1746256424.9136398,1746256430.281179,49.8514707,18.2663656,0,1,49.8514835,18.2663667,0,3.32,0.0,575.3
1746256435.9726198,1746256436.0516367,1746256441.0532038,49.8514707,18.2663656,0,1,49.8514835,18.2663667,0,3.53,0.0,496.51
1746256446.5890083,1746256446.664545,1746256451.334645,49.8514707,18.2663656,0,1,49.8514835,18.2663667,0,3.84,0.0,531.84
1746256456.9471045,1746256456.9969287,1746256461.6837685,49.8502898,18.2641171,0,31,49.8505678,18.2645854,0,3.74,0.0,438.87
1746256467.262784,1746256467.4495761,1746256473.7959363,49.8496284,18.263052,0,42,49.8499738,18.2636078,0,2.76,0.0,583.51
1746256478.9930682,1746256479.0362887,1746256483.4974308,49.848807,18.2616286,0,47,49.8492712,18.2624439,0,3.89,0.0,375.44
1746256488.6153147,1746256488.6574588,1746256492.703348,49.8479545,18.260031,0,56,49.8483949,18.260835,0,4.25,0.0,304.34
1746256497.8282807,1746256497.893358,1746256501.6673603,49.8469833,18.258219,0,63,49.8475061,18.259156,0,4.56,0.0,287.15
1746256506.7900152,1746256506.8304925,1746256511.6643133,49.8464679,18.2572488,0,66,49.8469833,18.258219,0,3.58,0.0,394.62
1746256516.7927258,1746256516.8336802,1746256521.8165321,49.8453762,18.2551709,0,71,49.8459262,18.2562345,0,3.41,0.0,327.83
1746256754.7748127,1746256754.815961,1746256762.417947,49.8232498,18.2111776,0,44,49.8282661,18.2156455,0,-1,0.0,56.29
1746256767.5386627,1746256767.5834134,1746256767.6805434,49.8222125,18.2107414,0,42,49.8227189,18.210967,0,0.44,0.0,52.06
1746256772.8024657,1746256772.845109,1746256772.9198413,49.82172,18.2105214,0,39,49.8222125,18.2107414,0,0.34,0.0,15.64
1746256778.032141,1746256778.099481,1746256778.2019694,49.8212028,18.210267,0,34,49.82172,18.2105214,0,0.45,0.0,58.56
1746256783.318681,1746256783.3842251,1746256783.4357543,49.8205297,18.2099494,0,23,49.8208305,18.2100957,0,0.5,0.0,11.59
1746256788.5550354,1746256788.6020641,1746256788.665117,49.8202775,18.2098254,0,16,49.8205297,18.2099494,0,0.41,0.0,14.13
1746256793.7752678,1746256793.8236833,1746256793.903872,49.8201471,18.209764,0,7,49.8202775,18.2098254,0,0.41,0.0,32.1
1746256799.0276165,1746256799.068706,1746256799.2404518,49.8201078,18.2097531,0,1,49.8201471,18.209764,0,0.18,0.0,58.22
1746256804.360598,1746256804.4630785,1746256804.5264814,49.8201104,18.2097493,0,5,49.8201078,18.2097531,0,0.4,0.0,13.41
1746256809.7703116,1746256809.8597724,1746256809.9605024,49.820123,18.2097604,0,0,49.8201104,18.2097493,0,0.3,0.0,33.74
1746256815.1061852,1746256815.168238,1746256815.2764282,49.8201131,18.2097616,0,0,49.820123,18.2097604,0,0.45,0.0,64.0
1746256820.4577649,1746256820.5313783,1746256820.6019442,49.8201023,18.209759,0,0,49.8201131,18.2097616,0,0.37,0.0,16.18
1746256825.7870405,1746256825.8559704,1746256825.9283147,49.8200991,18.209753,0,0,49.8201023,18.209759,0,0.4,0.0,22.8
1746256831.1591716,1746256831.2791967,1746256831.3677368,49.8201059,18.2097777,0,0,49.8200991,18.209753,0,0.44,0.0,42.86
1746256836.492834,1746256836.5571918,1746256836.6448464,49.8201161,18.2097962,0,0,49.8201059,18.2097777,0,0.26,0.0,11.62
1746256841.7805674,1746256841.8223748,1746256841.9045045,49.8201263,18.2097956,0,0,49.8201161,18.2097962,0,0.41,0.0,33.71
1746256847.0235,1746256847.0886912,1746256847.4377162,49.820127,18.2097701,0,0,49.8201263,18.2097956,0,0.46,0.0,305.3
1746256852.9057698,1746256852.9509127,1746256853.0093353,49.8201334,18.2097465,0,0,49.820127,18.2097701,0,0.45,0.0,14.32
1746256858.1751597,1746256858.239056,1746256858.298929,49.8201278,18.2097429,0,0,49.8201334,18.2097465,0,0.42,0.0,12.88
1746256863.4087484,1746256863.4782944,1746256863.5389578,49.8201245,18.2097553,0,1,49.8201278,18.2097429,0,0.44,0.0,15.17
1746256868.6712182,1746256868.7159824,1746256868.7734978,49.8201167,18.2097665,0,0,49.8201245,18.2097553,0,0.46,0.0,14.48
1746256873.9246778,1746256873.9632254,1746256874.020519,49.8201021,18.2097508,0,0,49.8201167,18.2097665,0,0.47,0.0,15.05
1746256879.2102563,1746256879.2855327,1746256879.3888383,49.8200973,18.2097531,0,1,49.8201021,18.2097508,0,0.46,0.0,59.49
1746256884.523131,1746256884.5924585,1746256884.660097,49.8201028,18.2097671,0,0,49.8201029,18.2097653,0,0.38,0.0,14.7
1746256889.8424468,1746256889.8836808,1746256889.9487686,49.8201116,18.2097643,0,0,49.8201028,18.2097671,0,0.4,0.0,14.72
1746256917.809566,1746256917.8654137,1746256922.8498178,49.8198111,18.2096039,0,16,49.8199895,18.2096918,0,3.5,0.0,447.21
1746256928.1472156,1746256928.200016,1746256933.527919,49.8192316,18.209346,0,27,49.8195638,18.2094723,0,3.23,0.0,411.79
1746256938.7117233,1746256938.793334,1746256943.688746,49.8183706,18.2089329,0,42,49.8188365,18.2091445,0,3.52,0.0,379.13
1746256948.8058279,1746256948.8703866,1746256952.939931,49.8171425,18.2083498,0,52,49.817726,18.2086281,0,4.22,0.0,302.75
1746256958.0757725,1746256958.1409383,1746256963.9907055,49.8157539,18.2076149,0,62,49.8164739,18.2080031,0,2.96,0.0,489.67
1746256969.1174035,1746256969.1686308,1746256974.7527041,49.8140843,18.2067172,0,75,49.8149596,18.2071788,0,3.08,0.0,425.51
1746256979.8874211,1746256979.9494374,1746256984.3310714,49.8121751,18.2057996,0,83,49.81317,18.2062841,0,3.94,0.0,350.74
1746256989.4600825,1746256989.5024016,1746256995.4519203,49.80999,18.2047735,0,94,49.8111163,18.2053092,0,2.9,0.0,473.86
1746257000.572514,1746257000.6407244,1746257005.8256524,49.8076405,18.2036592,0,102,49.8088571,18.2042286,0,3.26,0.0,311.1
1746257010.9454715,1746257011.016642,1746257016.9956725,49.8064186,18.2030759,0,104,49.8076405,18.2036592,0,2.8,0.0,300.85
1746257022.1149762,1746257022.1506855,1746257027.1609094,49.8064186,18.2030759,0,104,49.8076405,18.2036592,0,3.61,0.0,607.43
1746257032.2878327,1746257032.3548753,1746257037.342059,49.8064186,18.2030759,0,104,49.8076405,18.2036592,0,3.4,0.0,316.29
1746257042.4603655,1746257042.5233483,1746257047.9939697,49.7948546,18.1975913,0,127,49.8064186,18.2030759,0,3.09,0.0,331.8
1746257053.109465,1746257053.3019302,1746257063.9993205,49.7917039,18.1961085,0,132,49.7932839,18.196845,0,0.85,0.0,594.75
1746257069.1172493,1746257069.1751292,1746257074.5037153,49.7864675,18.193631,0,138,49.7881207,18.1944067,0,3.38,0.0,630.03
1746257080.7150383,1746257080.7760777,1746257085.2960532,49.7831247,18.192042,0,141,49.7848057,18.1928449,0,3.75,0.0,285.7
1746257090.408074,1746257090.449231,1746257094.99721,49.7797759,18.1904249,0,140,49.7814519,18.1912351,0,3.88,0.0,451.41
1746257105.6305652,1746257105.681954,1746257110.250926,49.7752976,18.186477,0,137,49.7766615,18.1880898,0,3.77,0.0,352.95
1746257115.3662035,1746257115.4318817,1746257122.9800863,49.7726379,18.183254,0,134,49.7739548,18.1848597,0,2.27,0.0,538.37
1746257128.0925488,1746257128.1347034,1746257132.9343364,49.7685654,18.1784014,0,140,49.769947,18.1800294,0,3.52,0.0,282.47
1746257138.0557806,1746257138.1194327,1746257147.1000679,49.765778,18.1750197,0,144,49.7671791,18.1767265,0,1.85,0.0,381.59
1746257152.2113245,1746257152.3805563,1746257163.7786555,49.7625806,18.1712211,0,148,49.7643345,18.1733192,0,-1,0.0,362.35
1746257168.8916063,1746257168.9312544,1746257179.4573908,49.756781,18.164057,0,144,49.7581713,18.165916,0,1.6,0.0,597.49
1746257184.5684884,1746257184.6163116,1746257193.423939,49.753528,18.1585314,0,114,49.7544979,18.1602275,0,2.23,0.0,1682.61
1746257198.546521,1746257198.6104052,1746257204.1877425,49.7518687,18.1556933,0,87,49.752649,18.1570247,0,3.01,0.0,303.62
1746257209.3213654,1746257209.3837101,1746257216.5869505,49.7500779,18.1526323,0,60,49.7505952,18.1535208,0,2.32,0.0,367.13
1746257221.7011788,1746257221.741728,1746257235.301344,49.7491058,18.1509679,0,56,49.7495849,18.1517865,0,-1,0.0,1414.27
1746257240.4168863,1746257240.4621634,1746257246.0137267,49.7471939,18.1476823,0,55,49.7476719,18.1484865,0,3.51,0.0,1025.12
1746257251.1287858,1746257251.16925,1746257255.7896545,49.7461342,18.1458794,0,58,49.7467123,18.1468641,0,3.75,0.0,377.44
1746257260.908279,1746257260.9792888,1746257265.3046558,49.7451976,18.1442824,0,55,49.7456662,18.1450793,0,4.06,0.0,407.14
1746257270.431804,1746257270.509076,1746257274.7448702,49.7441905,18.1425614,0,64,49.7447167,18.1434615,0,4.09,0.0,349.72
1746257279.857437,1746257279.9204786,1746257289.7629735,49.7429931,18.140516,0,74,49.7435987,18.1415839,0,1.71,0.0,558.11
1746257294.8792622,1746257294.9181013,1746257298.83671,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,4.41,0.0,311.98
1746257303.9594824,1746257303.9970658,1746257307.7892225,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,4.63,0.0,358.44
1746257312.9125054,1746257312.9781497,1746257317.352192,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,4.14,0.0,533.33
1746257322.4773328,1746257322.5157878,1746257326.2043989,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,5.18,0.0,620.91
1746257331.3210535,1746257331.394335,1746257336.4141903,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,3.43,0.0,380.49
1746257341.5291047,1746257341.5913196,1746257352.1167338,49.7416935,18.13819,0,85,49.7423481,18.1394009,0,1.6,0.0,586.0
1746257357.2277668,1746257357.2889137,1746257367.91394,49.734886,18.1130881,0,132,49.7416935,18.13819,0,1.1,0.0,595.76
1746257373.0241036,1746257373.0940232,1746257378.403296,49.7326575,18.1059927,0,137,49.7335999,18.1082172,0,3.43,0.0,682.43
1746257383.5283794,1746257383.5691195,1746257386.6632664,49.7297952,18.1020068,0,139,49.7311888,18.103679,0,5.82,0.0,364.66
1746257391.778287,1746257391.815159,1746257395.4001486,49.7270117,18.0986992,0,139,49.7283991,18.1003549,0,5.64,0.0,769.22
1746257400.5109673,1746257400.5485632,1746257403.499727,49.7243635,18.0955331,0,128,49.7256491,18.097073,0,6.07,0.0,331.61
1746257408.6248713,1746257408.6908383,1746257412.0670846,49.7231691,18.0941091,0,113,49.7243635,18.0955331,0,5.39,0.0,427.73
1746257417.1822147,1746257417.254463,1746257420.4733138,49.7210211,18.0915471,0,105,49.7220734,18.0927838,0,5.44,0.0,295.8
1746257425.6340444,1746257425.6790576,1746257428.6195354,49.7189791,18.0890867,0,103,49.7200029,18.0903276,0,6.06,0.0,318.25
1746257433.7371154,1746257433.7987387,1746257436.8442664,49.7179679,18.0878863,0,101,49.7189791,18.0890867,0,5.76,0.0,288.22
1746257441.9682074,1746257442.0053096,1746257445.048394,49.7160697,18.0856016,0,92,49.7169894,18.0867154,0,5.82,0.0,311.65
1746257450.1698062,1746257450.210682,1746257453.1389852,49.7143494,18.083563,0,81,49.7151869,18.0845557,0,6.1,0.0,323.71
1746257458.2818208,1746257458.346874,1746257461.401211,49.7135881,18.082644,0,76,49.7143494,18.083563,0,5.8,0.0,315.33
1746257466.6147797,1746257466.709142,1746257469.8518174,49.71214,18.0809053,0,49,49.7128721,18.0817882,0,5.76,0.0,383.88
1746257474.974459,1746257475.0466073,1746257478.0896618,49.7117469,18.0803803,0,31,49.71214,18.0809053,0,5.82,0.0,313.32
1746257483.2089694,1746257483.2812216,1746257486.4319708,49.7114259,18.0799582,0,10,49.7115333,18.0801133,0,5.6,0.0,311.02
1746257491.5534968,1746257491.593883,1746257494.6259575,49.7113259,18.0798009,0,7,49.7113792,18.0798827,0,5.87,0.0,326.92
1746257499.7780359,1746257499.8454678,1746257502.7728865,49.7112288,18.0796351,0,14,49.7113259,18.0798009,0,6.07,0.0,308.65
1746257507.8906732,1746257507.9319742,1746257510.7903895,49.7108214,18.0789634,0,27,49.7110545,18.0793444,0,6.22,0.0,304.54
1746257515.9384353,1746257515.9774234,1746257518.9477062,49.7102714,18.0778739,0,40,49.7105694,18.0784903,0,5.96,0.0,303.68
1746257524.0821927,1746257524.147728,1746257527.2184603,49.709963,18.077152,0,45,49.7102714,18.0778739,0,5.67,0.0,268.85
1746257532.3439336,1746257532.4161239,1746257535.4008853,49.7093933,18.0754938,0,50,49.7096679,18.0763593,0,5.9,0.0,293.22
1746257540.5231633,1746257540.5668292,1746257543.4191082,49.7090963,18.0744232,0,50,49.7093933,18.0754938,0,6.24,0.0,306.15
1746257548.5443401,1746257548.585379,1746257551.4137914,49.708654,18.0725891,0,49,49.7088566,18.0735039,0,6.25,0.0,286.69
1746257556.5471385,1746257556.6130147,1746257559.6575963,49.7083271,18.0707485,0,50,49.7084743,18.0716724,0,6.09,0.0,433.49
1746257564.7792718,1746257564.8476493,1746257568.0480678,49.7082315,18.069813,0,48,49.7083271,18.0707485,0,5.65,0.0,389.58
1746257585.9949303,1746257586.0459323,1746257589.6930764,49.7077069,18.0665088,0,42,49.7078478,18.0672909,0,5.39,0.0,698.29
1746257601.1654608,1746257601.2055109,1746257604.2986865,49.7073059,18.0641659,0,41,49.7074392,18.0649466,0,6.11,0.0,490.82
1746257617.5954404,1746257617.648105,1746257620.7848687,49.7071812,18.0634042,0,40,49.7073059,18.0641659,0,5.88,0.0,432.99
1746257625.9142947,1746257625.9627423,1746257630.04904,49.7071812,18.0634042,0,40,49.7073059,18.0641659,0,6.13,0.0,1495.49
1746257635.23734,1746257635.2817473,1746257638.797191,49.7071812,18.0634042,0,40,49.7073059,18.0641659,0,4.92,0.0,286.44
1746257645.4422398,1746257645.5091789,1746257649.1968985,49.7071812,18.0634042,0,40,49.7073059,18.0641659,0,4.75,0.0,342.88
1746257654.3241708,1746257654.4066439,1746257657.9140835,49.7058534,18.0563945,0,36,49.7071812,18.0634042,0,5.22,0.0,461.57
1746257663.0327027,1746257663.0919085,1746257666.4090323,49.7055398,18.0545372,0,39,49.7056595,18.0552673,0,5.46,0.0,409.06
1746257671.5350718,1746257671.7253482,1746257675.3725712,49.705405,18.0536611,0,39,49.7055398,18.0545372,0,4.91,0.0,411.33
1746257680.5141356,1746257680.5803857,1746257684.7447677,49.7051629,18.0522187,0,39,49.7052878,18.0529378,0,4.43,0.0,580.52
1746257689.9257615,1746257689.9891133,1746257693.041853,49.7048584,18.0506684,0,45,49.7050241,18.051472,0,5.84,0.0,330.83
1746257698.177811,1746257698.238972,1746257701.356691,49.7046408,18.0498139,0,47,49.7048584,18.0506684,0,5.88,0.0,413.09
1746257706.6220543,1746257706.7027297,1746257710.224228,49.7041264,18.0480863,0,50,49.7044111,18.0489692,0,4.97,0.0,321.0
1746257715.3598294,1746257715.4212868,1746257719.4606535,49.7034878,18.0463922,0,50,49.703804,18.0472274,0,4.23,0.0,282.23
1746257727.0334907,1746257727.1146152,1746257729.9803429,49.7027407,18.0448571,0,49,49.7031074,18.0456331,0,6.25,0.0,321.09
1746257740.08182,1746257740.1643066,1746257743.168944,49.7016052,18.0426208,0,48,49.7019798,18.04337,0,5.9,0.0,308.56
1746257748.4982183,1746257748.5442798,1746257752.0671077,49.7012284,18.0418928,0,49,49.7016052,18.0426208,0,4.98,0.0,331.45
1746257757.188678,1746257757.2540298,1746257760.6128051,49.7005005,18.0404478,0,47,49.700881,18.0411731,0,5.22,0.0,311.73
1746257765.7559624,1746257765.7961283,1746257769.5642145,49.6996959,18.0388714,0,48,49.7000652,18.0395935,0,4.95,0.0,558.19
1746257774.7196987,1746257774.7844698,1746257777.9790087,49.6989032,18.0373097,0,55,49.6993109,18.0381268,0,5.62,0.0,365.49
1746257783.1038792,1746257783.1899989,1746257786.5116267,49.6984416,18.0364125,0,61,49.6989032,18.0373097,0,5.42,0.0,390.04
1746257791.7669158,1746257791.8081443,1746257796.2598944,49.6974115,18.034352,0,72,49.6979489,18.0354284,0,4.31,0.0,761.13
1746257801.8633957,1746257801.9280076,1746257806.2321267,49.6961453,18.0318923,0,84,49.6968053,18.0331611,0,4.38,0.0,676.48
1746257811.7985475,1746257811.8478606,1746257816.8264112,49.6947087,18.0290913,0,98,49.6954382,18.0305377,0,3.44,0.0,364.11
1746257821.9801805,1746257822.0652573,1746257826.4837742,49.6931192,18.0259828,0,107,49.6939329,18.0275823,0,3.99,0.0,435.14
1746257832.0059516,1746257832.0686939,1746257836.5554588,49.6914159,18.0225972,0,113,49.6922882,18.0243199,0,3.88,0.0,390.83
1746257841.8956196,1746257842.022868,1746257846.5011258,49.6895524,18.0189574,0,122,49.6904972,18.0208003,0,3.89,0.0,395.44
1746257851.862233,1746257851.9100838,1746257855.8390598,49.687433,18.014659,0,130,49.6883839,18.0166733,0,4.5,0.0,393.9
1746257860.9852333,1746257861.0269601,1746257865.446501,49.6858127,18.0101125,0,137,49.6865676,18.0124718,0,4.18,0.0,619.13
1746257870.6419015,1746257870.7071424,1746257882.057782,49.6842874,18.0052538,0,141,49.6850626,18.0077089,0,1.35,0.0,1327.44
1746257887.2263477,1746257887.312379,1746257893.6552517,49.6818927,17.9976236,0,148,49.6826958,18.0001988,0,3.03,0.0,1105.43
1746257898.8421469,1746257898.8823264,1746257902.2917745,49.6802223,17.9923117,0,155,49.6810591,17.9949961,0,5.12,0.0,303.8
1746257907.4808946,1746257907.5377414,1746257911.1029913,49.6793684,17.9895871,0,158,49.6802223,17.9923117,0,4.86,0.0,292.41
1746257916.2408812,1746257916.3155584,1746257919.8450217,49.6793684,17.9895871,0,158,49.6802223,17.9923117,0,5.23,0.0,493.66
1746257924.9784853,1746257925.0367022,1746257930.05445,49.6793684,17.9895871,0,158,49.6802223,17.9923117,0,3.48,0.0,450.95
1746257935.186698,1746257935.255563,1746257941.8508034,49.6793684,17.9895871,0,158,49.6802223,17.9923117,0,2.68,0.0,670.67
1746257946.9709501,1746257947.0283096,1746257952.100942,49.6671182,17.9700056,0,158,49.6687137,17.9718543,0,3.38,0.0,373.15
1746257957.229305,1746257957.304277,1746257962.001068,49.6636115,17.9659262,0,160,49.6652003,17.9677902,0,3.82,0.0,541.58
1746257968.0140395,1746257968.0776427,1746257972.6254501,49.660451,17.9622589,0,155,49.6620292,17.9640802,0,3.85,0.0,418.34
1746257981.2262743,1746257981.2921422,1746257985.3748326,49.6573587,17.958641,0,153,49.658893,17.960429,0,4.19,0.0,289.1
1746257990.50381,1746257990.5630887,1746257994.982046,49.6544687,17.9552804,0,136,49.655856,17.9568976,0,3.89,0.0,336.4
1746258000.094964,1746258000.154763,1746258005.488411,49.6518598,17.9522687,0,128,49.6531563,17.9537566,0,3.16,0.0,297.34
1746258010.603193,1746258010.6551201,1746258015.4229562,49.6492981,17.9493027,0,130,49.6505861,17.9507992,0,3.58,0.0,325.27
1746258020.5325065,1746258020.6129901,1746258025.4009218,49.6466969,17.9463,0,128,49.6482583,17.9481067,0,3.6,0.0,372.09
1746258030.5252798,1746258030.5972538,1746258035.3267574,49.6440733,17.9425079,0,132,49.6454377,17.9446794,0,3.62,0.0,337.52
1746258040.4826534,1746258040.5180001,1746258045.8533888,49.6420892,17.938372,0,133,49.6430153,17.9405059,0,3.23,0.0,421.62
1746258050.9857216,1746258051.0279052,1746258055.3738003,49.6401583,17.9341174,0,136,49.6411376,17.9362535,0,4.04,0.0,414.28
1746258060.494544,1746258060.551399,1746258065.9269714,49.6381514,17.9298479,0,137,49.6391567,17.9319957,0,3.25,0.0,484.89
1746258071.0713882,1746258071.1390057,1746258075.539601,49.6361626,17.9255072,0,140,49.6373609,17.9281235,0,3.89,0.0,315.43
1746258080.6733077,1746258080.7374978,1746258085.1987906,49.6342089,17.9211105,0,139,49.6351961,17.9233103,0,4.04,0.0,524.76
1746258090.3159213,1746258090.3696089,1746258094.278836,49.6320067,17.9169502,0,139,49.6332,17.9189452,0,4.49,0.0,368.57
1746258099.4001887,1746258099.444466,1746258105.3444896,49.6292083,17.9137358,0,139,49.6306773,17.9151986,0,3.08,0.0,743.95
1746258110.4707792,1746258110.5153275,1746258114.7172787,49.626123,17.9111799,0,138,49.6276548,17.9124716,0,4.33,0.0,528.37
1746258119.8465314,1746258119.8851578,1746258126.4044623,49.6227867,17.9083604,0,137,49.626123,17.9111799,0,2.56,0.0,311.5
1746258131.5963812,1746258131.6704988,1746258136.5139399,49.619786,17.9058166,0,136,49.6212848,17.9070831,0,3.7,0.0,544.7
1746258141.749795,1746258141.825377,1746258147.0956154,49.6169342,17.9033958,0,125,49.6183434,17.9045736,0,3.28,0.0,429.05
1746258152.2565622,1746258152.3115287,1746258158.2005486,49.6143098,17.9011545,0,114,49.6155872,17.9022634,0,2.86,0.0,326.74
1746258163.4771903,1746258163.5409925,1746258169.044082,49.6118061,17.899046,0,113,49.6130524,17.9000945,0,3.08,0.0,347.23
1746258174.3983133,1746258174.4726865,1746258180.166781,49.6081671,17.8959542,0,109,49.609372,17.8969664,0,3.22,0.0,756.72
1746258185.293105,1746258185.3552556,1746258190.6121285,49.6057448,17.8939172,0,111,49.6069637,17.8949253,0,3.22,0.0,320.02
1746258195.7742934,1746258195.8412194,1746258201.605032,49.6041681,17.8930026,0,115,49.6057448,17.8939172,0,2.94,0.0,358.77
1746258206.744444,1746258206.8092723,1746258211.59328,49.6041681,17.8930026,0,115,49.6057448,17.8939172,0,3.57,0.0,336.89
1746258216.7276735,1746258216.7920122,1746258221.7405627,49.6041681,17.8930026,0,115,49.6057448,17.8939172,0,3.45,0.0,344.6
1746258226.8634493,1746258226.937209,1746258231.8072505,49.6041681,17.8930026,0,115,49.6057448,17.8939172,0,3.49,0.0,318.42
1746258236.9568226,1746258237.0261295,1746258242.3456707,49.6041681,17.8930026,0,115,49.6057448,17.8939172,0,3.19,0.0,335.01
1746258247.483921,1746258247.5490162,1746258252.8815434,49.5874919,17.8940845,0,119,49.6041681,17.8930026,0,3.27,0.0,465.97
1746258258.0052989,1746258258.0447595,1746258263.5354028,49.5842389,17.8933482,0,117,49.5860105,17.8937525,0,3.1,0.0,357.06
1746258268.649549,1746258268.7188785,1746258274.912502,49.5815064,17.8915709,0,120,49.582811,17.8926741,0,2.9,0.0,713.82
1746258280.030131,1746258280.10693,1746258288.658738,49.5795046,17.8881155,0,122,49.5803918,17.889985,0,1.95,0.0,414.22
1746258293.773553,1746258293.8173392,1746258299.4600246,49.5771686,17.8822122,0,120,49.5779545,17.8841701,0,3.0,0.0,349.69
1746258304.6477785,1746258304.7092772,1746258309.4580688,49.5759442,17.878441,0,124,49.5764615,17.8801794,0,3.59,0.0,323.31
1746258314.5776398,1746258314.644247,1746258319.606559,49.5749065,17.8732593,0,130,49.5753349,17.8756642,0,3.48,0.0,397.04
1746258324.7255545,1746258324.7713075,1746258329.7354476,49.5740286,17.8684343,0,131,49.5744511,17.8708696,0,3.45,0.0,354.6
1746258334.8588214,1746258334.919112,1746258341.6817765,49.5737102,17.8629663,0,126,49.5738119,17.8659606,0,2.51,0.0,421.89
1746258346.7985897,1746258346.8502905,1746258351.923637,49.5740753,17.8580168,0,129,49.5738088,17.8604776,0,3.45,0.0,462.28
1746258357.0417013,1746258357.0870674,1746258362.0617692,49.574608,17.8531116,0,128,49.5743521,17.855566,0,3.54,0.0,481.94
